filename,statement,error,error_stack_trace
sql/bronze_scope/sql-reference-functions/Table/pipe_usage_history.slt,"SELECT 1
WHERE EXISTS (
  SELECT 1
  FROM TABLE(INFORMATION_SCHEMA.PIPE_USAGE_HISTORY(
    DATE_RANGE_START => '2023-01-01'::DATE,
    DATE_RANGE_END => '2023-01-02'::DATE,
    PIPE_NAME => 'PIPE_TEST_PIPE'
  ))
  LIMIT 0
)","000200: SQL compilation error: unsupported feature: Unsupported ast node TableFunction { expr: Function(Function { name: ObjectName([Identifier(Ident { value: ""information_schema"", quote_style: None, span: Span(Location(1,44)..Location(1,62)) }), Identifier(Ident { value: ""pipe_usage_history"", quote_style: None, span: Span(Location(1,63)..Location(1,81)) })]), uses_odbc_syntax: false, parameters: None, args: List(FunctionArgumentList { duplicate_treatment: None, args: [Named { name: Ident { value: ""DATE_RANGE_START"", quote_style: None, span: Span(Location(1,82)..Location(1,98)) }, arg: Expr(Cast { kind: DoubleColon, expr: Value(ValueWithSpan { value: SingleQuotedString(""2023-01-01""), span: Span(Location(1,102)..Location(1,114)) }), data_type: Date, format: None }), operator: RightArrow }, Named { name: Ident { value: ""DATE_RANGE_END"", quote_style: None, span: Span(Location(1,122)..Location(1,136)) }, arg: Expr(Cast { kind: DoubleColon, expr: Value(ValueWithSpan { value: SingleQuotedString(""2023-01-02""), span: Span(Location(1,140)..Location(1,152)) }), data_type: Date, format: None }), operator: RightArrow }, Named { name: Ident { value: ""PIPE_NAME"", quote_style: None, span: Span(Location(1,160)..Location(1,169)) }, arg: Expr(Value(ValueWithSpan { value: SingleQuotedString(""PIPE_TEST_PIPE""), span: Span(Location(1,173)..Location(1,189)) })), operator: RightArrow }], clauses: [] }), filter: None, null_treatment: None, over: None, within_group: [] }), alias: None } in create_relation","0: DataFusion error: This feature is not implemented: Unsupported ast node TableFunction { expr: Function(Function { name: ObjectName([Identifier(Ident { value: ""information_schema"", quote_style: None, span: Span(Location(1,44)..Location(1,62)) }), Identifier(Ident { value: ""pipe_usage_history"", quote_style: None, span: Span(Location(1,63)..Location(1,81)) })]), uses_odbc_syntax: false, parameters: None, args: List(FunctionArgumentList { duplicate_treatment: None, args: [Named { name: Ident { value: ""DATE_RANGE_START"", quote_style: None, span: Span(Location(1,82)..Location(1,98)) }, arg: Expr(Cast { kind: DoubleColon, expr: Value(ValueWithSpan { value: SingleQuotedString(""2023-01-01""), span: Span(Location(1,102)..Location(1,114)) }), data_type: Date, format: None }), operator: RightArrow }, Named { name: Ident { value: ""DATE_RANGE_END"", quote_style: None, span: Span(Location(1,122)..Location(1,136)) }, arg: Expr(Cast { kind: DoubleColon, expr: Value(ValueWithSpan { value: SingleQuotedString(""2023-01-02""), span: Span(Location(1,140)..Location(1,152)) }), data_type: Date, format: None }), operator: RightArrow }, Named { name: Ident { value: ""PIPE_NAME"", quote_style: None, span: Span(Location(1,160)..Location(1,169)) }, arg: Expr(Value(ValueWithSpan { value: SingleQuotedString(""PIPE_TEST_PIPE""), span: Span(Location(1,173)..Location(1,189)) })), operator: RightArrow }], clauses: [] }), filter: None, null_treatment: None, over: None, within_group: [] }), alias: None } in create_relation, at crates/core-executor/src/query.rs:1638:14
1: NotImplemented(""Unsupported ast node TableFunction { expr: Function(Function { name: ObjectName([Identifier(Ident { value: \\""information_schema\\"", quote_style: None, span: Span(Location(1,44)..Location(1,62)) }), Identifier(Ident { value: \\""pipe_usage_history\\"", quote_style: None, span: Span(Location(1,63)..Location(1,81)) })]), uses_odbc_syntax: false, parameters: None, args: List(FunctionArgumentList { duplicate_treatment: None, args: [Named { name: Ident { value: \\""DATE_RANGE_START\\"", quote_style: None, span: Span(Location(1,82)..Location(1,98)) }, arg: Expr(Cast { kind: DoubleColon, expr: Value(ValueWithSpan { value: SingleQuotedString(\\""2023-01-01\\""), span: Span(Location(1,102)..Location(1,114)) }), data_type: Date, format: None }), operator: RightArrow }, Named { name: Ident { value: \\""DATE_RANGE_END\\"", quote_style: None, span: Span(Location(1,122)..Location(1,136)) }, arg: Expr(Cast { kind: DoubleColon, expr: Value(ValueWithSpan { value: SingleQuotedString(\\""2023-01-02\\""), span: Span(Location(1,140)..Location(1,152)) }), data_type: Date, format: None }), operator: RightArrow }, Named { name: Ident { value: \\""PIPE_NAME\\"", quote_style: None, span: Span(Location(1,160)..Location(1,169)) }, arg: Expr(Value(ValueWithSpan { value: SingleQuotedString(\\""PIPE_TEST_PIPE\\""), span: Span(Location(1,173)..Location(1,189)) })), operator: RightArrow }], clauses: [] }), filter: None, null_treatment: None, over: None, within_group: [] }), alias: None } in create_relation"")"
sql/bronze_scope/sql-reference-functions/Date_&_time/to_date.slt,"SELECT TO_DATE('2024.05.10', 'YYYY.MM.DD'), DATE('2024.05.10', 'YYYY.MM.DD')",000200: SQL compilation error: unsupported feature: Function 'date' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/to_date,
sql/bronze_scope/sql-reference-functions/Date_&_time/to_date.slt,"SELECT TO_DATE('2024-05-10', 'AUTO'), DATE('2024-05-10', 'AUTO')",000200: SQL compilation error: unsupported feature: Function 'date' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/to_date,"0: DataFusion error: This feature is not implemented: Function 'date' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/to_date, at crates/core-executor/src/query.rs:280:44
1: NotImplemented(""Function 'date' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/to_date"")"
sql/bronze_scope/sql-reference-functions/Date_&_time/to_date.slt,"SELECT TO_DATE('05/10/2024', 'MM/DD/YYYY'), DATE('05/10/2024', 'MM/DD/YYYY')",000200: SQL compilation error: unsupported feature: Function 'date' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/to_date,"0: DataFusion error: This feature is not implemented: Function 'date' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/to_date, at crates/core-executor/src/query.rs:280:44
1: NotImplemented(""Function 'date' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/to_date"")"
sql/bronze_scope/sql-reference-commands/General_DML/merge.slt,"MERGE INTO target_table USING source_table 
    ON target_table.id = source_table.id
    WHEN MATCHED THEN 
        UPDATE SET target_table.description = source_table.description
    WHEN NOT MATCHED THEN 
        INSERT (ID, description) VALUES (source_table.id, source_table.description);",000200: Can't downcast error: Snapshot to overwrite doesn't have the right format,
sql/bronze_scope/sql-reference-functions/Date_&_time/to_date.slt,"SELECT TO_DATE('2024-05-10', 'YYYY-MM-DD'), DATE('2024-05-10', 'YYYY-MM-DD')",000200: SQL compilation error: unsupported feature: Function 'date' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/to_date,"0: DataFusion error: This feature is not implemented: Function 'date' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/to_date, at crates/core-executor/src/query.rs:280:44
1: NotImplemented(""Function 'date' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/to_date"")"
sql/bronze_scope/sql-reference-functions/Date_&_time/to_date.slt,"WITH demo1 AS (
  SELECT * FROM VALUES
    ('Seconds',      '31536000'),
    ('Milliseconds', '31536000000'),
    ('Microseconds', '31536000000000'),
    ('Nanoseconds',  '31536000000000000')
  AS demo1(description, value)
)
SELECT description,
       value,
       TO_TIMESTAMP(value),
       TO_DATE(value)
  FROM demo1
  ORDER BY value",000200: Arrow error: Parser error: Error parsing timestamp from '31536000': timestamp must contain at least 10 characters,"0: DataFusion error: Arrow error: Parser error: Error parsing timestamp from '31536000': timestamp must contain at least 10 characters, at crates/core-executor/src/query.rs:1681:22
1: ArrowError(ParseError(""Error parsing timestamp from '31536000': timestamp must contain at least 10 characters""), None)"
sql/bronze_scope/sql-reference-functions/Date_&_time/to_date.slt,"SELECT TO_DATE('3/4/2024', 'dd/mm/yyyy')",000200: SQL compilation error: Error parsing timestamp from '3/4/2024' using format 'dd/mm/yyyy': premature end of input,"0: DataFusion error: Execution error: Error parsing timestamp from '3/4/2024' using format 'dd/mm/yyyy': premature end of input, at crates/core-executor/src/query.rs:1681:22
1: Execution(""Error parsing timestamp from '3/4/2024' using format 'dd/mm/yyyy': premature end of input"")"
sql/bronze_scope/sql-reference-functions/String_&_binary/rpad.slt,"WITH raw_strings(v) AS (
  SELECT * FROM VALUES
    ('Hi'),
    ('-123.00'),
    ('Twelve Dollars')
),
padding_example AS (
  SELECT
    v,
    TO_BINARY(HEX_ENCODE(v), 'HEX') AS b
  FROM
    raw_strings
)
SELECT
  b,
  RPAD(b, 10, TO_BINARY(HEX_ENCODE('_'))) AS pad_with_underscore,
  RPAD(b, 10, TO_BINARY(HEX_ENCODE('$'))) AS pad_with_dollar_sign
FROM
  padding_example
ORDER BY
  b;","252005: Failed to convert: field b: BINARY::2d3132332e3030, Error: Non-base16 digit found",
sql/bronze_scope/sql-reference-functions/Semi-structured_and_structured_data/as_integer.slt,"WITH as_integer_example AS (
  SELECT TO_VARIANT(15) AS integer1
)
SELECT AS_INTEGER(integer1) AS integer_value
  FROM as_integer_example",000200: SQL compilation error: unsupported feature: Function 'as_integer' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/as_integer,"0: DataFusion error: This feature is not implemented: Function 'as_integer' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/as_integer, at crates/core-executor/src/query.rs:280:44
1: NotImplemented(""Function 'as_integer' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/as_integer"")"
sql/bronze_scope/sql-reference-commands/Query_syntax/with.slt,"with
   album_info_1976 as (select m.album_ID, m.album_name, b.band_name
      from music_albums as m inner join music_bands as b
      where m.band_id = b.band_id and album_year = 1976),
   Journey_album_info_1976 as (select *
      from album_info_1976 
      where band_name = 'Journey')
select album_name, band_name 
   from Journey_album_info_1976","000200: SQL compilation error: Diagnostic { kind: Error, message: ""table 'embucket.public.journey_album_info_1976' not found"", span: None, notes: [], helps: [] }",
sql/databend/base/09_fuse_engine/09_0036_merge_into_without_distributed_enable.slt,MERGE INTO t11 USING(SELECT NULL AS c0 FROM t12) AS t12 ON (t11.a OR TRUE) WHEN MATCHED AND TRUE THEN DELETE;,"000200: type_coercion
caused by
Error during planning: Cannot infer common argument type for logical boolean operation Int32 OR Boolean",
sql/databend/base/09_fuse_engine/09_0036_merge_into_without_distributed_enable.slt,"CREATE OR REPLACE TABLE orders AS SELECT
    number % 5000 AS order_id,
    number % 10000 AS user_id,
    CASE WHEN (rand() * 10)::int % 2 = 0 THEN 'buy'
         ELSE 'sell'
    END AS order_type,
    CASE WHEN (rand() * 10)::int % 3 = 0 THEN 'BTC'
         WHEN (rand() * 10)::int % 3 = 1 THEN 'ETH'
         ELSE 'XRP'
    END AS asset_type,
    (rand() * 100)::decimal(18, 8) AS quantity,
    (rand() * 1000)::decimal(18, 8) AS price,
    CASE WHEN (rand() * 10)::int % 3 = 0 THEN 'completed'
         WHEN (rand() * 10)::int % 3 = 1 THEN 'pending'
         ELSE 'cancelled'
    END AS status,
    date_add('day', floor(rand() * 10 % 365)::int, '2021-01-01') AS created_at,
    date_add('day', floor(rand() * 10 % 365)::int, '2021-01-01') AS updated_at
FROM numbers(5000);",000200: Error during planning: table function 'embucket' not found,
sql/bronze_scope/sql-reference-commands/Query_syntax/with.slt,"with
  album_IDs_by_bands as (select album_ID, music_bands.band_id, band_name
                          from music_albums inner join music_bands
                          where music_albums.band_id = music_bands.band_ID),
  musicians_in_bands as (select distinct musicians.musician_id, musician_name, band_name
                          from musicians inner join musicians_and_albums inner join album_IDs_by_bands
                          where musicians.musician_ID = musicians_and_albums.musician_ID
                            and musicians_and_albums.album_ID = album_IDs_by_bands.album_ID)
select musician_ID, musician_name from musicians_in_bands where band_name = 'Santana'
intersect
select musician_ID, musician_name from musicians_in_bands where band_name = 'Journey'
order by musician_ID","000200: SQL compilation error: Diagnostic { kind: Error, message: ""table 'embucket.public.album_ids_by_bands' not found"", span: None, notes: [], helps: [] }","0: DataFusion error when building logical plan for merge source: Error during planning: table function 'numbers' not found, at crates/core-executor/src/query.rs:1070:22
1: Plan(""table function 'numbers' not found"")"
sql/databend/base/09_fuse_engine/09_0036_merge_into_without_distributed_enable.slt,"MERGE INTO orders USING
(
    SELECT
        number % 5000 AS order_id,
        number % 100000 AS user_id,
        CASE WHEN (rand() * 10)::int % 2 = 0 THEN 'buy'
             ELSE 'sell'
        END AS order_type,
        CASE WHEN (rand() * 10)::int % 3 = 0 THEN 'BTC'
             WHEN (rand() * 10)::int % 3 = 1 THEN 'ETH'
             ELSE 'XRP'
        END AS asset_type,
        (rand() * 100)::decimal(18, 8) AS quantity,
        (rand() * 1000)::decimal(18, 8) AS price,
        CASE WHEN (rand() * 10)::int % 3 = 0 THEN 'completed'
             WHEN (rand() * 10)::int % 3 = 1 THEN 'pending'
             ELSE 'cancelled'
        END AS status,
        date_add('day', floor(rand() * 10 % 365)::int, '2021-01-01') AS created_at,
        date_add('day', floor(rand() * 10 % 365)::int, '2021-01-01') AS updated_at
    FROM numbers(5000)
) AS source
ON orders.order_id = source.order_id
WHEN MATCHED THEN
    UPDATE SET
        orders.user_id = source.user_id,
        orders.order_type = source.order_type,
        orders.asset_type = source.asset_type,
        orders.quantity = source.quantity,
        orders.price = source.price,
        orders.status = source.status,
        orders.created_at = source.created_at,
        orders.updated_at = source.updated_at
WHEN NOT MATCHED THEN
    INSERT (order_id, user_id, order_type, asset_type, quantity, price, status, created_at, updated_at)
    VALUES (source.order_id, source.user_id, source.order_type, source.asset_type, source.quantity, source.price, source.status, source.created_at, source.updated_at);",000500: HTTP 500: Internal Server Error,"0: DataFusion error when building logical plan for merge source: Error during planning: table function 'numbers' not found, at crates/core-executor/src/query.rs:1070:22
1: Plan(""table function 'numbers' not found"")"
sql/bronze_scope/sql-reference-functions/String_&_binary/collation.slt,"WITH collation1 AS (
  SELECT 'ñ'::VARCHAR COLLATE 'es' AS v
)
SELECT COLLATION(v)
FROM collation1","000200: SQL error: ParserError(""Expected: ), found: 'es' at Line: 2, Column: 31"")","0: DataFusion error: SQL error: ParserError(""Expected: ), found: 'es' at Line: 2, Column: 31""), at crates/core-executor/src/query.rs:280:44
1: SQL(ParserError(""Expected: ), found: 'es' at Line: 2, Column: 31""), None)"
